age,female,sex,race,subgroup_id,riskfactor,N,Mean,se,LowerCLMean,UpperCLMean,sigma_u_wgt,var,riagendr,meandaych,dayse,effect1,effect2,effect3,effect1se,effect2se,effect3se,Mean_alt,Mean_alt2,Mean_alt3,Mean_alt_se1,Mean_alt_se2,Mean_alt_se3,overweight_rate,overweight_rate_se,hbp,hbp_se,highSBP_RATE,highSBP_RATE_se
5,0,2,3,35,GLwheat,287,28.761986,0.670996,4.59300,5.04591,8.0920016859,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,28.174441449,28.342311399,27.922636524,0.7001300642,0.7001300642,0.7001300642,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,3,35,addsug,287,45.270328,1.799355,9.91577,11.64153,22.910923228,add,1,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,44.186505911,44.496169323,43.722010794,1.8035457101,1.8035457101,1.8035457101,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,3,35,rfg,287,136.631646,3.187514,4.59300,5.04591,38.440443623,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,133.84055888,134.63801242,132.64437858,3.1937735625,3.1937735625,3.1937735625,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,3,35,sodium,287,2563.513454,34.698322,2493.62745,2633.39946,535.59356123,sod,1,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,2495.4215147,2514.8763546,2466.2392549,35.101906884,35.101906884,35.101906884,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,3,35,wg,287,21.896895,0.814455,0.71451,0.83024,13.626390622,wg,1,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,24.687982744,23.890529208,25.884163048,0.8386203534,0.8386203534,0.8386203534,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,3,35,GLrice,287,5.381921,0.125556,4.59300,5.04591,1.5141690743,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,5.2719796144,5.3033913091,5.2248620722,0.2360328196,0.2360328196,0.2360328196,85.8539,1.9462,56.6220,2.5681,85.2687,2.0423
5,0,2,4,36,GLwheat,127,25.433994,0.612617,4.05506,4.46856,6.4789332636,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,25.036907818,25.150360903,24.866728191,0.6294521581,0.6294521581,0.6294521581,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,0,2,4,36,addsug,127,38.920008,2.592414,8.02348,10.50986,20.138619189,add,1,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,38.113335603,38.343813342,37.767618996,2.594111748,2.594111748,2.594111748,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,0,2,4,36,rfg,127,120.822268,2.910193,4.05506,4.46856,30.777683757,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,118.93594204,119.47489236,118.12751655,2.9137834079,2.9137834079,2.9137834079,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,0,2,4,36,sodium,127,2849.236262,40.009524,2768.65294,2929.81958,525.97439182,sod,1,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,2806.2578176,2818.5373732,2787.8384841,40.212216424,40.212216424,40.212216424,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,0,2,4,36,wg,127,32.450409,1.829312,1.01467,1.27460,18.06220216,wg,1,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,34.336735144,33.797784821,35.145160628,1.8350186229,1.8350186229,1.8350186229,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,0,2,4,36,GLrice,127,4.759189,0.114633,4.05506,4.46856,1.2123329632,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,4.6848867568,4.7061160101,4.653042877,0.1845276685,0.1845276685,0.1845276685,62.3861,4.6134,50.6852,4.9520,87.3269,3.1102
5,1,1,1,37,GLwheat,419,32.117272,0.556179,5.19398,5.56939,8.1621768185,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,31.784290554,31.879428212,31.641584065,0.5690839103,0.5690839103,0.5690839103,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,1,37,addsug,419,66.038757,2.014390,14.75752,16.68951,30.100669763,add,2,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,65.366670398,65.558695207,65.078633183,2.0158981335,2.0158981335,2.0158981335,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,1,37,rfg,419,152.570680,2.642087,5.19398,5.56939,38.773805297,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,150.98887476,151.44081903,150.31095835,2.644833686,2.644833686,2.644833686,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,1,37,sodium,419,3727.986063,41.741877,3643.91361,3812.05852,646.95189159,sod,2,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,3691.7672066,3702.1154513,3676.2448396,41.876223447,41.876223447,41.876223447,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,1,37,wg,419,37.233743,1.488455,1.20761,1.41911,20.576707083,wg,2,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,38.815547698,38.363603426,39.493464106,1.4933245982,1.4933245982,1.4933245982,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,1,37,GLrice,419,6.009759,0.104072,5.19398,5.56939,1.5273001906,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,5.9474517768,5.9652538617,5.9207486495,0.1592237532,0.1592237532,0.1592237532,84.3157,2.2496,43.1533,3.3957,78.5501,2.2068
5,1,1,2,38,GLwheat,238,29.308981,0.572002,4.71807,5.10416,8.626461093,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,28.685188346,28.863414817,28.417848641,0.6095589408,0.6095589408,0.6095589408,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,2,38,addsug,238,67.463852,2.412342,14.90599,17.21966,35.64467702,add,2,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,66.336354036,66.65849629,65.853140655,2.4157200601,2.4157200601,2.4157200601,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,2,38,rfg,238,139.230103,2.717250,4.71807,5.10416,40.979352721,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,136.26682349,137.1134749,134.99684639,2.7254039036,2.7254039036,2.7254039036,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,2,38,sodium,238,3257.501034,46.168152,3164.51360,3350.48846,687.04394635,sod,2,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,3184.2577302,3205.1843884,3152.8677428,46.497428679,46.497428679,46.497428679,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,2,38,wg,238,28.414526,1.210245,0.91630,1.08826,16.366265564,wg,2,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,31.377805684,30.53115428,32.64778279,1.2284419911,1.2284419911,1.2284419911,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,2,38,GLrice,238,5.484274,0.107032,4.71807,5.10416,1.6141767037,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,5.3675501773,5.4008997761,5.3175257792,0.2362884275,0.2362884275,0.2362884275,71.4472,3.2897,58.4441,3.4425,85.8064,2.3296
5,1,1,3,39,GLwheat,244,37.410283,0.839522,5.98527,6.55193,10.915179791,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,36.822738448,36.990608399,36.570933523,0.8629859925,0.8629859925,0.8629859925,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,3,39,addsug,244,54.109694,2.705563,11.58581,14.18071,27.952498574,add,2,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,53.0258724,53.335535812,52.561377283,2.7083519396,2.7083519396,2.7083519396,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,3,39,rfg,244,177.714729,3.988087,5.98527,6.55193,51.851738257,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,174.92364143,175.72109497,173.72746113,3.9930924932,3.9930924932,3.9930924932,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,3,39,sodium,244,3428.600466,65.943435,3295.78357,3561.41736,758.45004327,sod,2,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,3360.5085269,3379.9633668,3331.3262671,66.156684126,66.156684126,66.156684126,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,3,39,wg,244,25.984447,1.465708,0.81243,1.02069,16.687881046,wg,2,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,28.775534866,27.97808133,29.97171517,1.4792728038,1.4792728038,1.4792728038,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,3,39,GLrice,244,7.000183,0.157091,5.98527,6.55193,2.04243997,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,6.8902422359,6.9216539307,6.8431246938,0.2542137881,0.2542137881,0.2542137881,84.4889,2.5965,55.3975,3.1629,80.5498,2.2449
5,1,1,4,40,GLwheat,119,34.394490,1.467475,5.26800,6.25852,8.985560092,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,33.997404642,34.110857727,33.827225015,1.4745822633,1.4745822633,1.4745822633,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
5,1,1,4,40,addsug,119,55.088432,4.783284,10.82248,15.41011,27.652107532,add,2,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,54.28176024,54.512237979,53.936043633,4.784204043,4.784204043,4.784204043,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
5,1,1,4,40,rfg,119,163.388432,6.971129,5.26800,6.25852,42.685225429,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,161.5021063,162.04105662,160.69368082,6.9726290843,6.9726290843,6.9726290843,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
5,1,1,4,40,sodium,119,3741.944888,85.912415,3568.90840,3914.98137,762.39423638,sod,2,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,3698.9664432,3711.2459989,3680.5471098,86.006996375,86.006996375,86.006996375,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
5,1,1,4,40,wg,119,46.051600,2.496610,1.44703,1.80176,24.363068773,wg,2,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,47.937926058,47.398975735,48.746351542,2.5007937507,2.5007937507,2.5007937507,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
5,1,1,4,40,GLrice,119,6.435870,0.274593,5.26800,6.25852,1.6813710296,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,6.3615679672,6.3827972204,6.3297240874,0.3103402162,0.3103402162,0.3103402162,53.3304,5.5150,50.6098,5.5082,79.3601,4.7199
6,0,2,1,41,GLwheat,474,24.127629,0.383941,3.91333,4.17249,5.8598382814,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,23.794647079,23.889784738,23.651940591,0.4024075891,0.4024075891,0.4024075891,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,1,41,addsug,474,54.489254,1.279843,12.35989,13.58738,22.393967345,add,1,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,53.817167281,54.00919209,53.529130066,1.2822153357,1.2822153357,1.2822153357,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,1,41,rfg,474,114.616481,1.823882,3.91333,4.17249,27.836719744,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,113.0346761,113.48662037,112.35675969,1.8278587595,1.8278587595,1.8278587595,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,1,41,sodium,474,2638.192635,31.496957,2574.75451,2701.63076,466.18677734,sod,1,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,2601.9737782,2612.3220229,2586.4514112,31.674785706,31.674785706,31.674785706,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,1,41,wg,474,29.154993,0.857915,0.96744,1.08934,14.77138322,wg,1,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,30.736797611,30.28485334,31.414714019,0.8663370719,0.8663370719,0.8663370719,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,1,41,GLrice,474,4.514743,0.071843,3.91333,4.17249,1.0964883907,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,4.4524358915,4.4702379764,4.4257327642,0.140294828,0.140294828,0.140294828,68.4304,2.0740,62.8705,2.1503,83.0159,1.9017
6,0,2,2,42,GLwheat,123,21.799719,0.641847,3.43622,3.86945,5.8997510927,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,21.175925949,21.35415242,20.908586244,0.6755325876,0.6755325876,0.6755325876,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,2,42,addsug,123,51.505771,2.402223,11.11130,13.41526,22.30760134,add,1,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,50.378273208,50.700415462,49.895059827,2.4056147969,2.4056147969,2.4056147969,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,2,42,rfg,123,103.557919,3.049047,3.43622,3.86945,28.026322543,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,100.59463891,101.44129031,99.3246618,3.056315793,3.056315793,3.056315793,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,2,42,sodium,123,2419.559376,54.343158,2310.10664,2529.01211,469.62033542,sod,1,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,2346.3160723,2367.2427305,2314.9260849,54.623176721,54.623176721,54.623176721,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,2,42,wg,123,27.198307,1.597291,0.84590,1.07285,15.899634375,wg,1,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,30.161587029,29.314935625,31.431564134,1.6111221361,1.6111221361,1.6111221361,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,2,42,GLrice,123,4.079146,0.120102,3.43622,3.86945,1.103956845,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,3.9624228265,3.9957724253,3.9123984283,0.2424886605,0.2424886605,0.2424886605,77.9986,3.8056,69.6207,4.3044,85.4465,3.3237
6,0,2,3,43,GLwheat,105,29.140340,0.743385,4.63197,5.13374,6.8103013342,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,28.552794939,28.720664889,28.300990014,0.769784675,0.769784675,0.769784675,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,3,43,addsug,105,43.554779,1.962971,9.42885,11.31152,23.126000716,add,1,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,42.470956963,42.780620375,42.006461846,1.9668128889,1.9668128889,1.9668128889,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,3,43,rfg,105,138.428986,3.531395,4.63197,5.13374,32.351822782,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,135.6378986,136.43535213,134.44171829,3.5370459891,3.5370459891,3.5370459891,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,3,43,sodium,105,2440.447328,37.783944,2364.34656,2516.54810,495.4096141,sod,1,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,2372.3553885,2391.8102283,2343.1731286,38.154904586,38.154904586,38.154904586,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,3,43,wg,105,20.864856,1.379160,0.63799,0.83396,12.707359072,wg,1,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,23.65594351,22.858489974,24.852123814,1.3935672262,1.3935672262,1.3935672262,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,3,43,GLrice,105,5.452718,0.139102,4.63197,5.13374,1.2743382994,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,5.3427768257,5.3741885205,5.2956592836,0.2435085351,0.2435085351,0.2435085351,80.1350,4.0061,64.0369,4.6781,83.3982,3.6775
6,0,2,4,44,GLwheat,56,26.498848,1.000646,4.10253,4.77795,6.1856430526,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,26.101762464,26.215215549,25.931582836,1.0110399374,1.0110399374,1.0110399374,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,0,2,4,44,addsug,56,46.348514,4.044958,9.09561,12.97511,26.17166024,add,1,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,45.541841754,45.772319493,45.196125147,4.046046234,4.046046234,4.046046234,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,0,2,4,44,rfg,56,125.880780,4.753492,4.10253,4.77795,29.384430733,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,123.99445371,124.53340403,123.18602822,4.7556910409,4.7556910409,4.7556910409,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,0,2,4,44,sodium,56,2903.878267,116.491483,2669.25238,3138.50416,745.53575666,sod,1,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,2860.8998227,2873.1793783,2842.4804892,116.56125361,116.56125361,116.56125361,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,0,2,4,44,wg,56,28.845662,1.970469,0.87749,1.15747,14.831057167,wg,1,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,30.731987809,30.193037486,31.540413293,1.9757677136,1.9757677136,1.9757677136,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,0,2,4,44,GLrice,56,4.958444,0.187240,4.10253,4.77795,1.1574527266,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,4.8841415315,4.9053707847,4.8522976517,0.2365770216,0.2365770216,0.2365770216,53.0675,4.7253,71.1174,5.2831,92.6570,3.1885
6,1,1,1,45,GLwheat,488,30.634124,0.430501,4.98787,5.27845,7.5337113584,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,30.301142375,30.396280033,30.158435886,0.4470482166,0.4470482166,0.4470482166,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,1,45,addsug,488,65.512586,1.618914,14.82189,16.37458,28.17796977,add,2,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,64.840498813,65.032523622,64.552461598,1.6207904954,1.6207904954,1.6207904954,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,1,45,rfg,488,145.525096,2.045061,4.98787,5.27845,35.788327534,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,143.94329121,144.39523548,143.2653748,2.0486083127,2.0486083127,2.0486083127,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,1,45,sodium,488,3498.477547,27.608795,3442.87058,3554.08451,626.83686319,sod,2,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,3462.2586902,3472.6069348,3446.7363232,27.811496622,27.811496622,27.811496622,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,1,45,wg,488,36.367338,0.921293,1.21735,1.34825,17.573704591,wg,2,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,37.949143225,37.497198953,38.627059633,0.9291409784,0.9291409784,0.9291409784,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,1,45,GLrice,488,5.732234,0.080555,4.98787,5.27845,1.4097022216,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,5.6699262408,5.6877283257,5.6432231135,0.1449495189,0.1449495189,0.1449495189,76.3019,2.2612,52.1175,2.3580,79.6868,2.1813
6,1,1,2,46,GLwheat,116,27.293324,0.839505,4.29004,4.85669,7.4992767785,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,26.66953155,26.847758021,26.402191845,0.8655313274,0.8655313274,0.8655313274,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,2,46,addsug,116,60.855111,2.749455,13.17082,15.80781,28.081458236,add,2,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,59.727613164,60.049755418,59.244399783,2.7524194432,2.7524194432,2.7524194432,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,2,46,rfg,116,129.654878,3.988004,4.29004,4.85669,35.62474866,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,126.69159793,127.53824933,125.42162082,3.9935637988,3.9935637988,3.9935637988,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,2,46,sodium,116,3094.327374,72.197135,2948.91488,3239.73987,594.15040732,sod,2,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,3021.0840701,3042.0107283,2989.6940828,72.408141512,72.408141512,72.408141512,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,2,46,wg,116,32.375765,1.869364,1.00919,1.27481,18.996213575,wg,2,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,35.339045256,34.492393852,36.609022362,1.8811959808,1.8811959808,1.8811959808,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,2,46,GLrice,116,5.107106,0.157087,4.29004,4.85669,1.4032588497,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,4.9903820423,5.0237316411,4.9403576442,0.2627788818,0.2627788818,0.2627788818,59.0032,5.0660,60.6502,4.3852,82.3967,3.5598
6,1,1,3,47,GLwheat,81,35.623590,0.934978,5.65367,6.28476,8.4671164012,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,35.036045141,35.203915091,34.784240216,0.9561022694,0.9561022694,0.9561022694,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,3,47,addsug,81,53.783122,3.940326,10.91593,14.69508,27.645427709,add,2,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,52.699299688,53.0089631,52.234804571,3.9422413572,3.9422413572,3.9422413572,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,3,47,rfg,81,169.227177,4.441544,5.65367,6.28476,40.222397782,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,166.43608965,167.23354318,165.23990934,4.4460385636,4.4460385636,4.4460385636,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,3,47,sodium,81,3124.845513,60.978166,3002.02918,3247.66184,572.40345219,sod,2,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,3056.7535736,3076.2084134,3027.5713137,61.208717136,61.208717136,61.208717136,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,3,47,wg,81,25.259558,2.268476,0.72983,1.05215,17.402050437,wg,2,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,28.050645279,27.253191743,29.246825583,2.2772642517,2.2772642517,2.2772642517,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,3,47,GLrice,81,6.665859,0.174952,5.65367,6.28476,1.5843602487,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,6.5559175712,6.5873292659,6.508800029,0.2656228338,0.2656228338,0.2656228338,70.6153,5.0413,64.7896,4.8095,80.7494,3.7630
6,1,1,4,48,GLwheat,47,32.476382,1.042592,5.08999,5.79372,7.6931973094,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,32.079296229,32.192749314,31.909116601,1.0525721767,1.0525721767,1.0525721767,49.7906,6.9811,73.3383,6.3717,83.5154,5.8898
