Population,Crude_Rate,crude_SE,race,age,sex,subgroup_id,disease,female,agecat
729097,108.353,0,2,6,1,46,APCA,0,6
729097,96.283,0,2,6,1,46,KC,0,6
729097,10.424,0,2,6,1,46,TC,0,6
729097,9.189,0,2,6,1,46,SCC,0,6
729097,62.955,0,2,6,1,46,SCNC,0,6
729097,5.212,0,2,6,1,46,ECA,0,6
729097,89.7,0,2,6,1,46,MMC,0,6
0,0,0,2,6,1,46,BC,0,6
663550,258.6,2.8,3,6,1,47,DB,0,6
663550,966,5.4,3,6,1,47,CHD,0,6
663550,139.8387901,3.4,3,6,1,47,HST,0,6
663550,240.0612099,3.4,3,6,1,47,IST,0,6
1177451,42.295,0,3,6,1,47,MPLC,0,6
1177451,221.58,0,3,6,1,47,CC,0,6
1177451,73.209,0,3,6,1,47,LVC,0,6
1177451,8.323,0,3,6,1,47,GC,0,6
1177451,74.993,0,3,6,1,47,PC,0,6
1177451,27.177,0,3,6,1,47,Larynx,0,6
1177451,0,0,3,6,1,47,UC,0,6
1177451,0,0,3,6,1,47,OC,0,6
1177451,61.319,0,3,6,1,47,APCA,0,6
1177451,86.543,0,3,6,1,47,KC,0,6
1177451,12.485,0,3,6,1,47,TC,0,6
1177451,11.805,0,3,6,1,47,SCC,0,6
1177451,62.253,0,3,6,1,47,SCNC,0,6
1177451,13.843,0,3,6,1,47,ECA,0,6
1177451,44.163,0,3,6,1,47,MMC,0,6
0,0,0,3,6,1,47,BC,0,6
438312,199.5,3,4,6,1,48,DB,0,6
438312,770.3,5.9,4,6,1,48,CHD,0,6
438312,128.50150467,4,4,6,1,48,HST,0,6
438312,220.59849533,4,4,6,1,48,IST,0,6
1191491,36.341,0,4,6,1,48,MPLC,0,6
1191491,201.428,0,4,6,1,48,CC,0,6
1191491,79.9,0,4,6,1,48,LVC,0,6
1191491,7.302,0,4,6,1,48,GC,0,6
1191491,71.927,0,4,6,1,48,PC,0,6
1191491,13.261,0,4,6,1,48,Larynx,0,6
1191491,0,0,4,6,1,48,UC,0,6
1191491,0,0,4,6,1,48,OC,0,6
1191491,42.552,0,4,6,1,48,APCA,0,6
1191491,50.357,0,4,6,1,48,KC,0,6
1191491,11.666,0,4,6,1,48,TC,0,6
1191491,11.33,0,4,6,1,48,SCC,0,6
1191491,68.737,0,4,6,1,48,SCNC,0,6
1191491,4.7,0,4,6,1,48,ECA,0,6
1191491,26.773,0,4,6,1,48,MMC,0,6
0,0,0,4,6,1,48,BC,0,6
